timestamp,algorithm,key_size_bits,poly_modulus_degree,security_level_bits,security_efficiency,ciphertext_expansion,quantum_resistant,attack_model
2025-12-12 15:32:33.061,CKKS,327680,8192,128,0.000000,100,true,IND-CPA
