timestamp,algorithm,key_size_bits,poly_modulus_degree,security_level_bits,security_efficiency,ciphertext_expansion,quantum_resistant,attack_model
2025-12-12 15:15:04.851,CKKS,655360,16384,192,0.000000,100,true,IND-CPA
