timestamp,node_type,operation,data_size_bytes,latency_ms,throughput_mbps,success,error_type,connection_id
2025-12-12 15:15:13.852,smart_meter,send_encrypted_data,657505,0.643,8180.467,true,none,18
2025-12-12 15:15:13.853,smart_meter,send_encrypted_data,658035,0.660,7976.182,true,none,35
2025-12-12 15:15:13.860,smart_meter,send_encrypted_data,658169,0.728,7232.626,true,none,27
2025-12-12 15:15:13.860,smart_meter,send_encrypted_data,657570,0.672,7828.214,true,none,61
2025-12-12 15:15:13.861,smart_meter,send_encrypted_data,658020,0.686,7673.703,true,none,58
2025-12-12 15:15:13.863,smart_meter,send_encrypted_data,658267,1.144,4603.266,true,none,164
2025-12-12 15:15:13.864,smart_meter,send_encrypted_data,657474,0.728,7224.989,true,none,132
2025-12-12 15:15:13.864,smart_meter,send_encrypted_data,657610,0.742,7090.135,true,none,4
2025-12-12 15:15:13.865,smart_meter,send_encrypted_data,658259,0.654,8052.098,true,none,55
2025-12-12 15:15:13.869,smart_meter,send_encrypted_data,658247,0.612,8604.536,true,none,91
2025-12-12 15:15:13.869,smart_meter,send_encrypted_data,657407,0.659,7980.662,true,none,39
2025-12-12 15:15:13.871,smart_meter,send_encrypted_data,658129,0.717,7343.141,true,none,130
2025-12-12 15:15:13.871,smart_meter,send_encrypted_data,658028,0.685,7684.999,true,none,17
2025-12-12 15:15:13.872,smart_meter,send_encrypted_data,657885,5.796,908.054,true,none,115
2025-12-12 15:15:13.874,smart_meter,send_encrypted_data,657244,0.669,7859.420,true,none,234
2025-12-12 15:15:13.875,smart_meter,send_encrypted_data,657291,0.670,7848.251,true,none,5
2025-12-12 15:15:13.876,smart_meter,send_encrypted_data,658214,0.657,8014.782,true,none,221
2025-12-12 15:15:13.876,smart_meter,send_encrypted_data,657334,3.054,1721.897,true,none,277
2025-12-12 15:15:13.878,smart_meter,send_encrypted_data,657335,0.637,8255.385,true,none,208
2025-12-12 15:15:13.880,smart_meter,send_encrypted_data,658136,0.639,8239.574,true,none,81
2025-12-12 15:15:13.880,smart_meter,send_encrypted_data,657394,0.669,7861.214,true,none,241
2025-12-12 15:15:13.881,smart_meter,send_encrypted_data,658131,0.669,7870.027,true,none,134
2025-12-12 15:15:13.881,smart_meter,send_encrypted_data,658298,1.721,3060.072,true,none,138
2025-12-12 15:15:13.883,smart_meter,send_encrypted_data,657312,0.928,5666.483,true,none,249
2025-12-12 15:15:13.884,smart_meter,send_encrypted_data,658280,0.653,8064.686,true,none,192
2025-12-12 15:15:13.884,smart_meter,send_encrypted_data,657739,0.699,7527.771,true,none,160
2025-12-12 15:15:13.884,smart_meter,send_encrypted_data,658230,0.698,7544.183,true,none,12
2025-12-12 15:15:13.886,smart_meter,send_encrypted_data,658188,0.633,8318.332,true,none,45
2025-12-12 15:15:13.886,smart_meter,send_encrypted_data,657850,0.647,8134.158,true,none,52
2025-12-12 15:15:13.887,smart_meter,send_encrypted_data,658254,0.682,7721.455,true,none,181
2025-12-12 15:15:13.887,smart_meter,send_encrypted_data,658256,0.665,7918.869,true,none,48
2025-12-12 15:15:13.888,smart_meter,send_encrypted_data,657599,0.765,6876.852,true,none,67
2025-12-12 15:15:13.891,smart_meter,send_encrypted_data,657387,0.651,8078.488,true,none,172
2025-12-12 15:15:13.892,smart_meter,send_encrypted_data,657221,2.718,1934.425,true,none,303
2025-12-12 15:15:13.892,smart_meter,send_encrypted_data,657996,0.728,7230.725,true,none,415
2025-12-12 15:15:13.892,smart_meter,send_encrypted_data,658271,0.693,7599.088,true,none,156
2025-12-12 15:15:13.892,smart_meter,send_encrypted_data,658162,1.671,3150.985,true,none,258
2025-12-12 15:15:13.893,smart_meter,send_encrypted_data,657307,4.073,1291.052,true,none,114
2025-12-12 15:15:13.895,smart_meter,send_encrypted_data,657472,0.677,7769.241,true,none,406
2025-12-12 15:15:13.896,smart_meter,send_encrypted_data,657263,0.632,8319.785,true,none,387
2025-12-12 15:15:13.897,smart_meter,send_encrypted_data,658005,0.663,7939.729,true,none,23
2025-12-12 15:15:13.897,smart_meter,send_encrypted_data,657369,0.760,6919.674,true,none,75
2025-12-12 15:15:13.897,smart_meter,send_encrypted_data,657726,0.706,7452.986,true,none,37
2025-12-12 15:15:13.898,smart_meter,send_encrypted_data,658007,1.050,5013.387,true,none,266
2025-12-12 15:15:13.898,smart_meter,send_encrypted_data,658146,0.640,8226.825,true,none,83
2025-12-12 15:15:13.899,smart_meter,send_encrypted_data,658101,0.776,6784.546,true,none,173
2025-12-12 15:15:13.899,smart_meter,send_encrypted_data,657715,0.836,6293.923,true,none,232
2025-12-12 15:15:13.900,smart_meter,send_encrypted_data,658179,0.669,7870.601,true,none,21
2025-12-12 15:15:13.900,smart_meter,send_encrypted_data,658179,1.982,2656.626,true,none,283
2025-12-12 15:15:13.901,smart_meter,send_encrypted_data,657258,0.622,8453.479,true,none,108
2025-12-12 15:15:13.903,smart_meter,send_encrypted_data,657915,0.755,6971.285,true,none,50
2025-12-12 15:15:13.903,smart_meter,send_encrypted_data,658205,7.403,711.285,true,none,439
2025-12-12 15:15:13.903,smart_meter,send_encrypted_data,657355,5.535,950.107,true,none,84
2025-12-12 15:15:13.903,smart_meter,send_encrypted_data,657662,0.740,7109.859,true,none,256
2025-12-12 15:15:13.905,smart_meter,send_encrypted_data,657830,0.747,7045.033,true,none,157
2025-12-12 15:15:13.905,smart_meter,send_encrypted_data,658286,7.228,728.595,true,none,127
2025-12-12 15:15:13.906,smart_meter,send_encrypted_data,657378,1.144,4597.049,true,none,59
2025-12-12 15:15:13.906,smart_meter,send_encrypted_data,657426,0.786,6691.359,true,none,6
2025-12-12 15:15:13.906,smart_meter,send_encrypted_data,657272,12.020,437.452,true,none,33
2025-12-12 15:15:13.906,smart_meter,send_encrypted_data,657428,12.475,421.597,true,none,225
2025-12-12 15:15:13.907,smart_meter,send_encrypted_data,657183,39.388,133.479,true,none,118
2025-12-12 15:15:13.907,smart_meter,send_encrypted_data,657350,0.673,7813.967,true,none,206
2025-12-12 15:15:13.899,smart_meter,send_encrypted_data,657995,1.803,2919.556,true,none,19
2025-12-12 15:15:13.908,smart_meter,send_encrypted_data,657844,11.479,458.468,true,none,93
2025-12-12 15:15:13.908,smart_meter,send_encrypted_data,657368,0.846,6216.246,true,none,187
2025-12-12 15:15:13.909,smart_meter,send_encrypted_data,658294,4.946,1064.770,true,none,257
2025-12-12 15:15:13.910,smart_meter,send_encrypted_data,658249,0.759,6938.066,true,none,438
2025-12-12 15:15:13.911,smart_meter,send_encrypted_data,658166,0.935,5631.367,true,none,230
2025-12-12 15:15:13.912,smart_meter,send_encrypted_data,658177,8.322,632.710,true,none,65
2025-12-12 15:15:13.914,smart_meter,send_encrypted_data,658194,0.711,7405.840,true,none,194
2025-12-12 15:15:13.915,smart_meter,send_encrypted_data,657339,0.995,5285.138,true,none,311
2025-12-12 15:15:13.915,smart_meter,send_encrypted_data,658120,0.762,6909.396,true,none,111
2025-12-12 15:15:13.916,smart_meter,send_encrypted_data,658082,2.697,1952.042,true,none,121
2025-12-12 15:15:13.918,smart_meter,send_encrypted_data,657416,0.665,7908.764,true,none,125
2025-12-12 15:15:13.918,smart_meter,send_encrypted_data,658317,0.842,6254.793,true,none,102
2025-12-12 15:15:13.919,smart_meter,send_encrypted_data,657260,0.880,5975.091,true,none,403
2025-12-12 15:15:13.919,smart_meter,send_encrypted_data,657532,0.977,5384.090,true,none,142
2025-12-12 15:15:13.919,smart_meter,send_encrypted_data,657936,1.011,5206.220,true,none,260
2025-12-12 15:15:13.920,smart_meter,send_encrypted_data,658293,0.668,7883.749,true,none,189
2025-12-12 15:15:13.921,smart_meter,send_encrypted_data,658093,0.638,8251.950,true,none,63
2025-12-12 15:15:13.921,smart_meter,send_encrypted_data,658097,0.757,6954.790,true,none,401
2025-12-12 15:15:13.922,smart_meter,send_encrypted_data,657233,0.670,7847.558,true,none,217
2025-12-12 15:15:13.922,smart_meter,send_encrypted_data,657021,0.650,8086.412,true,none,226
2025-12-12 15:15:13.923,smart_meter,send_encrypted_data,657967,0.686,7673.085,true,none,56
2025-12-12 15:15:13.923,smart_meter,send_encrypted_data,658043,0.747,7047.315,true,none,28
2025-12-12 15:15:13.923,smart_meter,send_encrypted_data,658087,0.878,5996.237,true,none,442
2025-12-12 15:15:13.924,smart_meter,send_encrypted_data,657276,17.019,308.961,true,none,74
2025-12-12 15:15:13.924,smart_meter,send_encrypted_data,657999,0.737,7142.459,true,none,150
2025-12-12 15:15:13.925,smart_meter,send_encrypted_data,657679,0.654,8045.003,true,none,100
2025-12-12 15:15:13.925,smart_meter,send_encrypted_data,658160,0.792,6648.081,true,none,77
2025-12-12 15:15:13.926,smart_meter,send_encrypted_data,658058,0.712,7393.910,true,none,161
